# https://en.wikipedia.org/wiki/Mobile_country_code
# PLMN;Country;Operator Name
60204;Egypt;WE
60301;Algeria;Mobilis
60302;Algeria;Djezzy
60303;Algeria;Ooredoo
60307;Algeria;AT
60309;Algeria;AT
60400;Morocco;Orange Morocco
60401;Morocco;IAM
60402;Morocco;INWI
60405;Morocco;INWI
60501;Tunisia;Orange
60502;Tunisia;Tunicell
60503;Tunisia;Ooredoo
60600;Libya;Libyana
60601;Libya;Madar
60602;Libya;Al-Jeel Phone
60603;Libya;Libya Phone
60606;Libya;Hatef Libya
60701;Gambia;Gamcel
60702;Gambia;Africell
60703;Gambia;Comium
60704;Gambia;QCell
60801;Senegal;Orange
60802;Senegal;Free
60803;Senegal;Expresso
60901;Mauritania;Mattel
60902;Mauritania;Chinguitel
60910;Mauritania;Moov
61001;Mali;Malitel
61002;Mali;Orange
61003;Mali;Telecel
61101;Guinea;Orange
61104;Guinea;MTN
61105;Guinea;Cellcom
61202;Ivory Coast;Moov
61203;Ivory Coast;Orange
61204;Ivory Coast;KoZ
61205;Ivory Coast;MTN
61206;Ivory Coast;GreenN
61207;Ivory Coast;café
61301;Burkina Faso;Moov
61302;Burkina Faso;Orange
61303;Burkina Faso;Telecel Faso
61401;Niger;SahelCom
61402;Niger;Airtel
61403;Niger;Moov
61404;Niger;Orange
61501;Togo;Togo Cell
61503;Togo;Moov
61602;Benin;Moov
61603;Benin;MTN
61607;Benin;Celtiis
61701;Mauritius;my.t
61702;Mauritius;MOKOZE / AZU
61703;Mauritius;CHILI
61710;Mauritius;Emtel
61801;Liberia;Lonestar Cell MTN
61804;Liberia;Novafone
61807;Liberia;Orange LBR
61820;Liberia;LIBTELCO
61901;Sierra Leone;Orange
61903;Sierra Leone;Africell
61905;Sierra Leone;Africell
61906;Sierra Leone;SierraTel
61909;Sierra Leone;Smart Mobile
62001;Ghana;MTN
62002;Ghana;Vodafone
62003;Ghana;AT Ghana
62004;Ghana;Expresso
62006;Ghana;AT Ghana
62007;Ghana;Globacom
62010;Ghana;Blu
62014;Ghana;busy
62120;Nigeria;Airtel
62122;Nigeria;InterC
62127;Nigeria;Smile
62128;Nigeria;MCom (Mafab)
62130;Nigeria;MTN
62140;Nigeria;Ntel
62150;Nigeria;Glo
62160;Nigeria;9mobile
62201;Chad;Airtel
62202;Chad;Tawali
62203;Chad;Tigo
62207;Chad;Salam
62301;Central African Republic;Moov
62302;Central African Republic;TC
62304;Central African Republic;Azur
62401;Cameroon;MTN Cameroon
62402;Cameroon;Orange
62403;Cameroon;Camtel
62404;Cameroon;Nexttel
62501;Cape Verde;CVMOVEL
62502;Cape Verde;T+
62601;São Tomé and Príncipe;CSTmovel
62602;São Tomé and Príncipe;Unitel STP
62701;Equatorial Guinea;Orange GQ
62703;Equatorial Guinea;Muni
62801;Gabon;Libertis
62802;Gabon;Moov
62803;Gabon;Airtel
62901;Congo;Airtel
62907;Congo;Airtel
62910;Congo;Libertis Telecom
63001;Democratic Republic of the Congo;Vodacom
63002;Democratic Republic of the Congo;Airtel
63005;Democratic Republic of the Congo;Supercell
63086;Democratic Republic of the Congo;Orange RDC
63089;Democratic Republic of the Congo;Orange RDC
63090;Democratic Republic of the Congo;Africell
63102;Angola;UNITEL
63104;Angola;MOVICEL
63201;Guinea-Bissau;Guinetel
63202;Guinea-Bissau;MTN Areeba
63203;Guinea-Bissau;Orange
63207;Guinea-Bissau;Guinetel
63301;Seychelles;Cable & Wireless
63310;Seychelles;Airtel
63401;Sudan;Zain
63402;Sudan;MTN
63405;Sudan;canar
63407;Sudan;Sudani One
63510;Rwanda;MTN Rwanda
63513;Rwanda;Airtel
63517;Rwanda;KTRN
63601;Ethiopia;MTN
63602;Ethiopia;Safari
63701;Somalia;Telesom
63704;Somalia;Somafone
63710;Somalia;Nationlink
63720;Somalia;SOMNET
63730;Somalia;Golis
63750;Somalia;Hormuud
63757;Somalia;UNITEL
63760;Somalia;Nationlink
63767;Somalia;Horntel Group
63771;Somalia;Somtel
63782;Somalia;Telcom
63801;Djibouti;Evatis
63901;Kenya;Safaricom IoT
63902;Kenya;Safaricom
63903;Kenya;Airtel
63907;Kenya;Telkom
63910;Kenya;Faiba 4G
64002;Tanzania;tiGO
64003;Tanzania;Zantel
64004;Tanzania;Vodacom
64005;Tanzania;Airtel
64007;Tanzania;TTCL Mobile
64009;Tanzania;Halotel
64011;Tanzania;Smile
64101;Uganda;Airtel
64110;Uganda;MTN
64111;Uganda;Uganda Telecom
64122;Uganda;Airtel
64144;Uganda;K2
64201;Burundi;econet Leo
64203;Burundi;Onatel
64208;Burundi;Lumitel
64282;Burundi;econet Leo
64301;Mozambique;tmCel
64303;Mozambique;Movitel
64304;Mozambique;Vodacom
64501;Zambia;Airtel
64502;Zambia;MTN
64503;Zambia;ZAMTEL
64601;Madagascar;Airtel
64602;Madagascar;Orange
64604;Madagascar;Telma
64605;Madagascar;BIP / blueline
64700;French Departments and Territories in the Indian Ocean;Orange
64702;French Departments and Territories in the Indian Ocean;Only
64703;French Departments and Territories in the Indian Ocean;Free
64704;French Departments and Territories in the Indian Ocean;Zeop
64710;French Departments and Territories in the Indian Ocean;SFR Réunion
64801;Zimbabwe;Net*One
64803;Zimbabwe;Telecel
64804;Zimbabwe;Econet
64901;Namibia;MTC
64902;Namibia;switch
64903;Namibia;TN Mobile
65001;Malawi;TNM
65002;Malawi;Access
65003;Malawi;MTL
65010;Malawi;Airtel
65101;Lesotho;Vodacom
65102;Lesotho;Econet Telecom
65201;Botswana;Mascom
65202;Botswana;Orange
65204;Botswana;BTC Mobile
65310;Eswatini;MTN Eswatini
65401;Comoros;HURI
65402;Comoros;TELCO SA
65501;South Africa;Vodacom
65502;South Africa;Telkom
65507;South Africa;Cell C
65510;South Africa;MTN
65514;South Africa;Neotel
65519;South Africa;rain
65701;Eritrea;Eritel
65801;Saint Helena, Ascension and Tristan da Cunha;Sure
65902;South Sudan;MTN
65905;South Sudan;DIGITEL
65906;South Sudan;Zain
70267;Belize;DigiCell
70269;Belize;SMART
70299;Belize;SMART
70401;Guatemala;Claro
70402;Guatemala;Tigo
70403;Guatemala;Claro
70405;Guatemala;INTELFON
70601;El Salvador;Claro
70602;El Salvador;Digicel
70603;El Salvador;Tigo
70604;El Salvador;Movistar
70605;El Salvador;RED
708001;Honduras;Claro
708002;Honduras;Tigo
708030;Honduras;Hondutel
71021;Nicaragua;Claro
710300;Nicaragua;Tigo
71073;Nicaragua;Claro
71201;Costa Rica;Kölbi ICE
71202;Costa Rica;Kölbi ICE
71203;Costa Rica;Claro
71204;Costa Rica;Liberty
71401;Panama;+Móvil
714020;Panama;Tigo
71402;Panama;Tigo
71403;Panama;Claro
71606;Peru;Movistar
71607;Peru;Entel
71610;Peru;Claro
71615;Peru;Bitel
71617;Peru;Entel
722010;Argentina;Movistar
72201;Argentina;Tuenti
722034;Argentina;Personal
722040;Argentina;Globalstar
722070;Argentina;Movistar
72207;Argentina;Movistar
722210;Argentina;IMOWI
722310;Argentina;Claro
722320;Argentina;Claro
722330;Argentina;Claro
722340;Argentina;Personal
722341;Argentina;Personal
72402;Brazil;TIM
72403;Brazil;TIM
72404;Brazil;TIM
72405;Brazil;Claro
72406;Brazil;Vivo
72410;Brazil;Vivo
72411;Brazil;Vivo
72413;Brazil;NLT
72415;Brazil;Sercomtel
72417;Brazil;Surf Telecom
72418;Brazil;datora
72421;Brazil;LIGUE
72423;Brazil;Vivo
72428;Brazil;No name
72429;Brazil;Unifique
72432;Brazil;Algar Telecom
72433;Brazil;Algar Telecom
72434;Brazil;Algar Telecom
72438;Brazil;Claro
72440;Brazil;Telecall
72499;Brazil;Local
73001;Chile;Entel
73002;Chile;Movistar
73003;Chile;Claro
73006;Chile;Telsur
73008;Chile;VTR Móvil
73009;Chile;WOM
73010;Chile;Entel
73013;Chile;Virgin Mobile
73021;Chile;Entel
73023;Chile;Claro
73024;Chile;Claro
73026;Chile;Entel
73029;Chile;Entel
73099;Chile;Will
732001;Colombia;Movistar
732099;Colombia;EMCALI
732101;Colombia;Claro
732103;Colombia;Tigo
732111;Colombia;Tigo
732123;Colombia;Movistar
732154;Colombia;Virgin Mobile
732187;Colombia;eTb
732360;Colombia;WOM
73402;Venezuela;Digitel
73404;Venezuela;Movistar
73406;Venezuela;Movilnet
73601;Bolivia;Viva
73602;Bolivia;Entel
73603;Bolivia;Tigo
738002;Guyana;GT&T Cellink Plus
73800;Guyana;E-Networks
73801;Guyana;Digicel
74000;Ecuador;Movistar
74001;Ecuador;Claro
74002;Ecuador;CNT Mobile
74003;Ecuador;Tuenti
74401;Paraguay;VOX
74402;Paraguay;Claro
74404;Paraguay;Tigo
74405;Paraguay;Personal
74406;Paraguay;Copaco
74602;Suriname;Telesur
74603;Suriname;Digicel
74801;Uruguay;Antel
74807;Uruguay;Movistar
74810;Uruguay;Claro
750001;Falkland Islands;Sure
